event_id,event_date,landslide_category,landslide_trigger,landslide_size,landslide_setting,latitude,longitude,fatality_count,state
3683,07/01/2011 12:00:00 AM,landslide,downpour,medium,unknown,25.8782,94.1739,0.0,Nagaland
9619,10/15/2016 12:00:00 AM,landslide,rain,medium,above_road,27.1695,88.3664,0.0,Sikkim
7591,03/19/2015 12:00:00 AM,landslide,rain,small,unknown,25.0318,92.4584,0.0,Assam
5441,09/02/2013 12:00:00 AM,landslide,downpour,large,unknown,28.611,94.9829,,Arunachal Pradesh
9232,07/28/2016 11:00:00 PM,landslide,continuous_rain,medium,unknown,23.5397,93.3783,2.0,Mizoram
4434,06/25/2012 06:00:00 PM,landslide,downpour,large,unknown,26.1049,91.7369,1.0,Assam
4378,06/02/2012 12:00:00 AM,landslide,downpour,medium,unknown,28.8254,96.1517,,Arunachal Pradesh
7214,07/15/2015 08:00:00 AM,landslide,monsoon,medium,urban,27.36,93.0385,3.0,Arunachal Pradesh
5582,10/06/2013 12:45:00 PM,landslide,downpour,medium,unknown,26.1309,91.8383,1.0,Assam
2405,09/09/2010 11:00:00 PM,landslide,downpour,medium,unknown,28.3036,95.4112,10.0,Arunachal Pradesh
3556,05/31/2011 02:00:00 PM,landslide,continuous_rain,small,unknown,25.1555,93.8474,0.0,Manipur
2569,10/08/2010 12:00:00 AM,landslide,downpour,medium,unknown,25.2745,94.0212,0.0,Nagaland
2423,09/13/2010 12:00:00 AM,landslide,downpour,medium,above_road,23.73504471,92.71060943,,Mizoram
3532,05/24/2011 12:00:00 AM,complex,downpour,medium,unknown,25.0888,92.8551,0.0,Assam
2345,08/27/2010 06:00:00 PM,landslide,downpour,medium,unknown,27.3392,88.6188,0.0,Sikkim
7956,09/05/2015 12:00:00 AM,landslide,unknown,medium,above_road,26.048,91.8695,0.0,Meghalaya
2425,09/13/2010 12:00:00 AM,landslide,downpour,medium,unknown,23.3439,93.0748,0.0,Mizoram
6970,06/16/2015 12:00:00 AM,rock_fall,downpour,small,above_road,25.5084,90.2191,1.0,Meghalaya
5312,08/11/2013 11:00:00 PM,landslide,downpour,very_large,unknown,26.7103,94.693,0.0,Assam
1929,05/31/2010 11:00:00 PM,landslide,downpour,medium,unknown,27.3543,88.6428,0.0,Sikkim
2568,10/08/2010 12:00:00 AM,landslide,downpour,medium,unknown,24.7679,93.4108,0.0,Assam
7409,08/02/2015 12:00:00 AM,landslide,continuous_rain,medium,unknown,25.72,94.6219,0.0,Nagaland
9219,07/26/2016 11:00:00 PM,landslide,downpour,medium,retaining_wall,26.0101,94.5282,0.0,Nagaland
2579,10/09/2010 12:00:00 AM,landslide,downpour,medium,unknown,25.682,94.1076,0.0,Nagaland
8223,09/14/2015 03:10:00 AM,landslide,downpour,large,above_road,23.7348,92.7187,0.0,Mizoram
7336,08/19/2015 09:00:00 AM,landslide,continuous_rain,medium,above_road,25.2193,90.5549,0.0,Meghalaya
9252,07/28/2016 12:00:00 AM,landslide,monsoon,medium,unknown,27.5748,91.8644,0.0,Arunachal Pradesh
5300,08/09/2013 12:00:00 AM,landslide,downpour,large,unknown,25.318,94.0441,,Nagaland
7665,08/11/2015 12:00:00 AM,landslide,continuous_rain,medium,unknown,24.7016,93.5291,0.0,Manipur
1994,06/16/2010 12:00:00 AM,landslide,downpour,medium,unknown,25.0633,92.8025,0.0,Assam
3760,07/11/2011 09:00:00 AM,landslide,downpour,medium,unknown,25.6703,94.1095,0.0,Nagaland
692,08/07/2008 12:00:00 AM,landslide,downpour,medium,unknown,25.705,94.04,,Nagaland
3633,06/20/2011 12:00:00 AM,landslide,downpour,medium,unknown,26.3186,94.5121,0.0,Nagaland
7374,08/01/2015 12:00:00 AM,landslide,continuous_rain,medium,below_road,25.1122,94.3591,0.0,Manipur
4446,07/05/2012 12:00:00 AM,landslide,downpour,large,unknown,28.9986,94.8885,,Arunachal Pradesh
2098,07/19/2010 06:00:00 AM,landslide,downpour,medium,unknown,26.7215,95.0283,0.0,Nagaland
269,09/18/2007 12:00:00 AM,landslide,rain,medium,unknown,27.2872,88.2816,,Sikkim
2205,08/06/2010 12:00:00 AM,landslide,downpour,medium,unknown,23.7365,92.7146,0.0,Mizoram
4610,11/11/2012 12:00:00 AM,landslide,downpour,medium,unknown,23.7705,92.5217,4.0,Mizoram
5275,08/04/2013 12:00:00 AM,landslide,monsoon,medium,unknown,26.1498,94.6055,,Nagaland
2247,08/14/2010 12:00:00 AM,landslide,downpour,medium,unknown,26.148,94.8422,0.0,Nagaland
3927,08/16/2011 08:00:00 AM,landslide,downpour,medium,unknown,25.5144,90.2167,6.0,Meghalaya
259,09/11/2007 12:00:00 AM,landslide,rain,medium,unknown,25.52,91.27,,Meghalaya
6112,06/28/2014 09:00:00 AM,landslide,rain,medium,unknown,26.1964,91.7652,0.0,Assam
7390,08/01/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,24.4265,94.1913,0.0,Manipur
2420,09/13/2010 12:00:00 AM,landslide,downpour,medium,urban,23.72988966,92.71495623,1.0,Mizoram
264,09/13/2007 12:00:00 AM,landslide,rain,medium,unknown,26.1833,91.8,,Assam
251,09/09/2007 12:00:00 AM,landslide,rain,medium,unknown,27.1667,88.35,1.0,Sikkim
6214,10/05/2014 05:45:00 PM,landslide,rain,medium,above_road,25.9702,91.8587,1.0,Meghalaya
4411,06/14/2012 04:00:00 AM,landslide,downpour,medium,unknown,27.339,88.6065,,Sikkim
252,09/09/2007 12:00:00 AM,landslide,rain,medium,unknown,25.4993,94.1192,,Nagaland
142,07/27/2007 12:00:00 AM,rock_fall,rain,large,unknown,25.5212,90.232,8.0,Meghalaya
7384,08/01/2015 12:00:00 AM,landslide,rain,medium,unknown,23.9278,94.0906,0.0,Manipur
211,08/26/2007 12:00:00 AM,mudslide,continuous_rain,medium,unknown,24.9667,93.55,1.0,Manipur
4384,06/03/2012 12:00:00 AM,landslide,downpour,medium,unknown,25.1775,93.0123,,Assam
4383,06/03/2012 12:00:00 AM,landslide,downpour,medium,unknown,25.3056,93.1265,,Assam
7375,08/01/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,25.1941,94.4481,0.0,Manipur
2163,07/29/2010 12:00:00 AM,landslide,downpour,medium,unknown,25.4196,94.1054,0.0,Nagaland
3932,08/18/2011 12:00:00 AM,landslide,monsoon,medium,unknown,25.83,94.13,0.0,Nagaland
4861,05/12/2013 12:00:00 AM,mudslide,rain,medium,unknown,24.9926,93.4946,,Assam
7972,08/28/2015 01:45:00 AM,landslide,downpour,large,unknown,23.4495,92.8112,0.0,Mizoram
3831,07/22/2011 12:00:00 AM,landslide,downpour,medium,unknown,24.7992,93.948,0.0,Manipur
5584,10/06/2013 12:00:00 AM,landslide,downpour,medium,unknown,26.1665,91.7049,0.0,Assam
1986,06/15/2010 12:00:00 AM,landslide,downpour,medium,unknown,26.3335,94.5512,0.0,Nagaland
7387,08/01/2015 12:00:00 AM,landslide,continuous_rain,small,below_road,24.954,94.2156,0.0,Manipur
2573,10/09/2010 12:00:00 AM,mudslide,downpour,medium,unknown,25.1796,93.0083,1.0,Assam
319,10/19/2007 12:00:00 AM,landslide,rain,medium,unknown,25.4379,94.1162,,Nagaland
313,10/16/2007 12:00:00 AM,landslide,rain,large,unknown,25.7055,94.0132,,Nagaland
9010,07/16/2016 12:00:00 AM,mudslide,downpour,medium,above_road,27.3034,93.804,1.0,Arunachal Pradesh
2539,10/03/2010 12:00:00 AM,landslide,downpour,medium,unknown,28.3092,95.4149,10.0,Arunachal Pradesh
6331,09/08/2014 12:00:00 AM,mudslide,unknown,medium,unknown,25.9466,94.6279,0.0,Nagaland
1987,06/15/2010 12:00:00 AM,landslide,downpour,medium,unknown,25.2269,93.1658,0.0,Assam
2043,07/06/2010 12:00:00 AM,mudslide,monsoon,medium,unknown,26.7225,95.0281,0.0,Nagaland
7910,08/01/2015 12:00:00 AM,landslide,unknown,medium,above_road,24.3481,94.1146,0.0,Manipur
6775,02/14/2015 12:00:00 AM,landslide,mining,small,mine,26.1468,91.6469,1.0,Assam
1776,04/21/2010 12:00:00 AM,landslide,downpour,medium,unknown,25.3612,92.2845,0.0,Meghalaya
6786,02/19/2015 11:00:00 PM,landslide,mining,medium,mine,24.6108,92.562,2.0,Assam
6291,09/21/2014 12:00:00 AM,landslide,continuous_rain,large,unknown,25.7354,90.3852,0.0,Meghalaya
6213,09/24/2014 12:00:00 AM,landslide,continuous_rain,large,unknown,25.8143,90.5763,0.0,Meghalaya
2415,09/12/2010 12:00:00 AM,landslide,downpour,medium,unknown,25.63961883,94.11112157,,Nagaland
9336,05/18/2016 08:00:00 AM,landslide,continuous_rain,small,unknown,24.5308,92.5121,1.0,Assam
9604,10/12/2016 12:00:00 AM,landslide,continuous_rain,medium,above_road,27.2676,88.2891,0.0,Sikkim
7837,08/27/2015 12:00:00 AM,landslide,downpour,medium,urban,23.7269,92.7265,0.0,Mizoram
7267,07/22/2015 12:00:00 AM,landslide,continuous_rain,small,above_road,25.3908,94.0926,0.0,Manipur
4848,05/08/2013 12:00:00 AM,landslide,rain,medium,unknown,24.0896,91.4663,1.0,Tripura
9122,07/20/2016 12:00:00 AM,landslide,rain,medium,unknown,26.1966,91.802,0.0,Assam
2574,10/09/2010 12:00:00 AM,landslide,downpour,medium,unknown,25.4749,93.1477,0.0,Assam
6282,09/22/2014 12:00:00 AM,landslide,rain,small,urban,26.1097,91.7747,1.0,Assam
2263,08/17/2010 12:00:00 AM,landslide,downpour,medium,unknown,26.2753,94.6654,0.0,Nagaland
6289,09/22/2014 12:00:00 AM,landslide,rain,small,unknown,26.1001,91.6849,0.0,Assam
9087,07/19/2016 12:00:00 AM,landslide,downpour,medium,above_road,28.235,94.9612,0.0,Arunachal Pradesh
130,07/19/2007 12:00:00 AM,landslide,rain,medium,unknown,26.1699,91.7986,6.0,Assam
