event_id,event_date,landslide_category,landslide_trigger,landslide_size,landslide_setting,latitude,longitude,fatality_count,country_name,admin_division_name
8860,06/17/2016 12:00:00 AM,rock_fall,monsoon,large,above_river,31.5124,78.1181,0.0,India,Himachal Pradesh
1291,11/09/2009 12:00:00 AM,landslide,downpour,medium,unknown,11.4098,76.6939,42.0,India,Tamil Nadu
6356,11/07/2014 12:00:00 AM,mudslide,downpour,medium,other,32.9411,75.0922,0.0,India,Kashmir
4198,02/15/2012 12:00:00 AM,landslide,downpour,medium,unknown,32.3682,75.5227,0.0,India,Kashmir
5180,07/24/2013 12:00:00 AM,landslide,downpour,medium,unknown,19.1711,73.0207,0.0,India,Maharashtra
5200,07/25/2013 12:00:00 AM,landslide,downpour,medium,unknown,11.3192,76.5959,,India,Tamil Nadu
5637,11/13/2013 12:00:00 AM,landslide,downpour,medium,unknown,8.4863,76.9517,0.0,India,Kerala
4892,06/01/2013 12:00:00 AM,landslide,downpour,large,unknown,27.8776,94.25,,India,Arunāchal Pradesh
2546,10/04/2010 12:00:00 AM,landslide,downpour,medium,unknown,30.9546,77.1792,0.0,India,Himachal Pradesh
8086,06/24/2016 11:00:00 PM,landslide,downpour,medium,unknown,12.8157,74.8586,0.0,India,Karnataka
4377,06/02/2012 12:00:00 AM,landslide,downpour,large,unknown,26.1475,91.7356,,India,Assam
428,01/16/2008 12:00:00 AM,landslide,snowfall_snowmelt,medium,unknown,33.2537,75.2006,,India,Kashmir
5430,09/01/2013 12:00:00 AM,mudslide,continuous_rain,medium,unknown,24.9037,93.487,0.0,India,Manipur
7264,07/22/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,25.4538,93.9827,0.0,India,Manipur
9220,07/26/2016 11:00:00 PM,landslide,downpour,unknown,unknown,27.1027,88.1218,0.0,India,West Bengal
5006,07/01/2013 12:00:00 AM,landslide,downpour,medium,unknown,26.1147,94.3864,0.0,India,Nāgāland
3115,02/13/2011 12:00:00 AM,landslide,snowfall_snowmelt,medium,unknown,33.3037,75.1827,0.0,India,Kashmir
2468,09/19/2010 12:00:00 AM,landslide,downpour,medium,unknown,30.9035,77.0965,0.0,India,Himachal Pradesh
9092,12/20/2015 09:00:00 AM,landslide,unknown,medium,unknown,10.8319,78.7075,4.0,India,Tamil Nadu
256,09/10/2007 12:00:00 AM,landslide,rain,medium,unknown,27.3425,88.6236,,India,Sikkim
9335,05/18/2016 08:00:00 AM,landslide,continuous_rain,unknown,unknown,24.5202,92.7239,2.0,India,Assam
9386,05/09/2016 12:10:00 PM,landslide,construction,small,mine,10.3316,76.9592,1.0,India,Tamil Nadu
8233,09/16/2015 12:00:00 AM,landslide,downpour,medium,above_road,19.316,83.2414,0.0,India,Odisha
7279,07/24/2015 12:00:00 AM,mudslide,monsoon,medium,other,24.9818,93.5142,0.0,India,Manipur
3114,02/13/2011 12:00:00 AM,landslide,snowfall_snowmelt,medium,unknown,33.1804,75.8101,0.0,India,Kashmir
1963,06/11/2010 12:00:00 AM,landslide,downpour,medium,unknown,26.944,88.4441,0.0,India,Bengal
5278,08/05/2013 09:30:00 AM,mudslide,monsoon,medium,unknown,10.0539,76.8298,5.0,India,Kerala
3174,03/05/2011 12:00:00 AM,landslide,downpour,medium,unknown,32.0996,77.1586,0.0,India,Himachal Pradesh
9257,07/31/2016 11:00:00 AM,mudslide,downpour,medium,above_road,19.1869,73.02,0.0,India,Maharashtra
5329,08/14/2013 12:00:00 AM,landslide,downpour,medium,unknown,32.9913,75.1915,,India,Kashmir
9449,08/04/2016 12:00:00 AM,debris_flow,continuous_rain,medium,above_road,30.7386,79.4954,0.0,India,Uttarakhand
3696,07/02/2011 06:00:00 PM,landslide,rain,small,unknown,13.1819,76.1147,0.0,India,Karnataka
9258,07/31/2016 12:00:00 AM,landslide,continuous_rain,medium,above_road,30.9753,78.4375,0.0,India,Uttarakhand
5182,07/24/2013 12:00:00 AM,landslide,downpour,medium,unknown,30.301,79.3628,0.0,India,Uttarakhand
1133,09/03/2009 11:30:00 PM,mudslide,downpour,large,unknown,19.0949,72.8899,12.0,India,Maharashtra
3614,06/16/2011 12:00:00 AM,landslide,rain,medium,unknown,11.2993,76.9354,0.0,India,Tamil Nadu
6288,09/22/2014 12:00:00 AM,landslide,rain,small,unknown,26.1985,91.7998,0.0,India,Assam
5087,07/12/2013 12:00:00 AM,landslide,downpour,medium,unknown,25.6269,94.1139,0.0,India,Nāgāland
5284,08/05/2013 12:00:00 AM,landslide,monsoon,medium,unknown,10.3228,76.4319,1.0,India,Kerala
5554,09/25/2013 07:00:00 AM,rock_fall,downpour,medium,unknown,21.6989,74.172,8.0,India,Maharashtra
3917,08/13/2011 09:00:00 AM,landslide,downpour,medium,unknown,31.7077,76.9313,2.0,India,Himachal Pradesh
6933,03/30/2015 12:00:00 AM,landslide,continuous_rain,medium,unknown,33.9344,74.6566,0.0,India,Kashmir
4481,08/17/2012 12:00:00 AM,landslide,downpour,medium,unknown,30.6594,79.5605,4.0,India,Uttarakhand
2461,09/19/2010 12:00:00 AM,landslide,downpour,medium,unknown,31.4582,78.2114,0.0,India,Himachal Pradesh
5382,08/21/2013 12:00:00 AM,landslide,downpour,medium,unknown,31.5375,77.3737,,India,Himachal Pradesh
588,06/15/2008 12:00:00 AM,landslide,rain,medium,unknown,32.5659,75.0944,,India,Kashmir
6966,06/17/2015 12:00:00 AM,landslide,downpour,small,unknown,26.9974,88.4314,0.0,India,West Bengal
725,08/17/2008 12:00:00 AM,landslide,rain,medium,unknown,31.1,77.16,,India,Himachal Pradesh
258,09/11/2007 12:00:00 AM,landslide,rain,medium,unknown,24.4279,94.0564,3.0,India,Manipur
6299,10/26/2014 12:00:00 AM,landslide,unknown,medium,above_road,33.1206,75.3142,0.0,India,Kashmir
9266,07/31/2016 12:00:00 AM,landslide,rain,small,above_road,25.4941,82.5725,0.0,India,Uttar Pradesh
5291,08/07/2013 08:00:00 AM,landslide,monsoon,medium,unknown,10.0606,76.6331,0.0,India,Kerala
2228,08/09/2010 12:00:00 AM,landslide,downpour,medium,unknown,30.6785,78.3475,0.0,India,Uttarakhand
2104,07/20/2010 12:00:00 AM,landslide,downpour,medium,unknown,29.36,80.126,0.0,India,Uttarakhand
5338,08/16/2013 12:00:00 AM,landslide,rain,medium,unknown,26.8727,94.9275,,India,Assam
2411,09/10/2010 12:00:00 AM,landslide,downpour,medium,unknown,27.0011,93.7273,0.0,India,Arunāchal Pradesh
4966,06/19/2013 12:00:00 AM,landslide,rain,medium,unknown,29.5935,79.6805,0.0,India,Uttarakhand
6143,07/14/2014 06:00:00 PM,landslide,downpour,medium,unknown,23.7327,92.7463,1.0,India,Mizoram
3557,05/31/2011 12:00:00 AM,landslide,downpour,medium,unknown,9.8012,76.9006,0.0,India,Kerala
3609,06/14/2011 12:00:00 AM,landslide,downpour,medium,unknown,14.0354,74.6624,0.0,India,Karnataka
5994,04/15/2014 12:00:00 AM,landslide,unknown,small,unknown,34.209,74.3524,1.0,India,Kashmir
3894,08/07/2011 12:00:00 AM,landslide,downpour,medium,unknown,31.0766,77.3916,0.0,India,Himachal Pradesh
7177,04/03/2015 03:00:00 PM,landslide,continuous_rain,medium,natural_slope,34.0978,74.4016,0.0,India,Kashmir
5022,07/04/2013 12:00:00 AM,landslide,downpour,medium,unknown,29.58,80.2214,,India,Uttarakhand
4908,06/08/2013 05:00:00 PM,landslide,downpour,medium,unknown,27.3721,88.708,0.0,India,Sikkim
4218,02/22/2012 12:00:00 AM,landslide,downpour,medium,unknown,33.241,75.234,0.0,India,Kashmir
7221,07/19/2015 03:00:00 PM,landslide,continuous_rain,small,above_road,18.7632,73.347,3.0,India,Maharashtra
9124,07/19/2016 12:00:00 AM,translational_slide,continuous_rain,large,natural_slope,25.203,90.5573,0.0,India,Meghalaya
7649,08/11/2015 12:00:00 AM,landslide,downpour,medium,above_road,31.3237,76.7622,0.0,India,Himachal Pradesh
6874,03/22/2015 11:00:00 PM,landslide,snowfall_snowmelt,medium,above_road,33.3343,75.1969,0.0,India,Kashmir
2282,08/19/2010 06:30:00 AM,landslide,downpour,medium,unknown,26.1984,94.8158,0.0,India,Nāgāland
9338,05/18/2016 08:00:00 AM,landslide,continuous_rain,medium,natural_slope,24.4638,92.4943,5.0,India,Assam
8227,09/15/2015 06:00:00 PM,rock_fall,downpour,medium,above_road,18.7734,82.8555,0.0,India,Odisha
7746,08/20/2015 11:00:00 PM,landslide,unknown,medium,unknown,32.6173,75.264,0.0,India,Kashmir
1210,10/02/2009 12:00:00 AM,landslide,rain,medium,unknown,14.9935,74.0478,,India,Karnataka
2421,09/13/2010 09:00:00 AM,landslide,downpour,medium,above_road,23.75406693,92.74128531,,India,Mizoram
3581,06/09/2011 12:00:00 AM,landslide,downpour,medium,unknown,33.1617,75.3278,1.0,India,Kashmir
2709,11/08/2010 07:00:00 PM,rock_fall,downpour,medium,unknown,14.7822,74.2279,1.0,India,Karnataka
2249,08/14/2010 12:00:00 AM,landslide,downpour,medium,unknown,26.0814,94.803,0.0,India,Nāgāland
8901,07/10/2016 12:00:00 AM,landslide,downpour,medium,above_road,25.7902,94.1318,0.0,India,Nagaland
2283,08/19/2010 12:00:00 AM,mudslide,downpour,medium,unknown,24.8961,93.4957,0.0,India,Manipur
4552,09/14/2012 12:00:00 AM,landslide,downpour,medium,unknown,27.0377,88.3603,,India,Sikkim
3117,02/13/2011 10:00:00 PM,landslide,downpour,medium,unknown,33.0165,74.9437,0.0,India,Kashmir
2016,06/25/2010 12:00:00 AM,landslide,downpour,medium,unknown,19.1095,72.8929,0.0,India,Maharashtra
3888,08/07/2011 01:00:00 AM,landslide,downpour,medium,unknown,31.2403,77.9258,0.0,India,Himachal Pradesh
3746,07/08/2011 12:00:00 AM,landslide,downpour,medium,unknown,30.6509,79.5192,0.0,India,Uttarakhand
7168,04/07/2015 12:00:00 AM,landslide,continuous_rain,medium,urban,34.2088,74.3279,0.0,India,Kashmir
6016,05/09/2014 11:00:00 PM,landslide,rain,small,unknown,24.8669,92.3576,7.0,India,Assam
215,08/28/2007 12:00:00 AM,landslide,rain,medium,unknown,25.7428,93.9136,1.0,India,Nāgāland
4551,09/14/2012 12:00:00 AM,landslide,downpour,large,unknown,29.841,79.7758,9.0,India,Uttarakhand
5533,09/16/2013 03:00:00 PM,landslide,downpour,small,unknown,27.0599,88.4674,1.0,India,Bengal
43,03/23/2007 12:00:00 AM,landslide,downpour,medium,unknown,33.9659,74.3313,10.0,India,Kashmir
3146,02/25/2011 12:00:00 AM,rock_fall,continuous_rain,medium,unknown,32.2338,77.1784,0.0,India,Himachal Pradesh
7780,08/26/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,23.3572,92.7878,1.0,India,Mizoram
2281,08/19/2010 06:00:00 PM,landslide,downpour,medium,above_road,25.61560252,94.11603493,,India,Nāgāland
1996,06/17/2010 07:30:00 PM,landslide,downpour,medium,unknown,26.4333,94.8833,0.0,India,Nāgāland
7012,06/25/2015 12:00:00 AM,landslide,downpour,medium,above_road,30.6838,79.0479,0.0,India,Uttarakhand
5282,08/05/2013 12:00:00 AM,landslide,monsoon,medium,unknown,9.8957,76.9346,1.0,India,Kerala
260,09/11/2007 12:00:00 AM,debris_flow,rain,medium,unknown,27.2084,88.4909,,India,
1213,10/03/2009 12:00:00 AM,landslide,downpour,medium,unknown,11.4816,75.9957,,India,Kerala
2291,08/20/2010 12:00:00 AM,landslide,downpour,medium,unknown,30.966,78.4151,0.0,India,Uttarakhand
6283,09/22/2014 12:00:00 AM,landslide,rain,small,unknown,26.1314,91.7548,0.0,India,Assam
6339,09/06/2014 12:00:00 AM,landslide,downpour,medium,unknown,33.5405,74.3723,13.0,India,Kashmir
5683,12/10/2013 10:30:00 AM,landslide,mining,small,unknown,15.7051,74.2197,0.0,India,
2478,09/20/2010 12:00:00 AM,landslide,downpour,medium,unknown,30.7332,78.4401,0.0,India,Uttarakhand
8930,07/11/2016 11:00:00 PM,landslide,unknown,large,unknown,26.1699,94.4922,0.0,India,Nagaland
869,10/29/2008 12:00:00 AM,landslide,downpour,medium,unknown,27.2333,94.1167,,India,Assam
285,09/29/2007 12:00:00 AM,landslide,rain,medium,unknown,24.1293,92.6921,,India,Mizoram
3662,06/28/2011 12:00:00 AM,landslide,rain,medium,below_road,25.03561729,94.0144205,,India,Manipur
7273,07/26/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,30.2411,78.9014,0.0,India,Uttarakhand
5328,08/14/2013 12:00:00 AM,landslide,downpour,medium,unknown,33.3018,75.1793,,India,Kashmir
5427,08/15/2013 12:00:00 AM,landslide,downpour,medium,unknown,25.3833,94.1884,,India,Nāgāland
2458,09/19/2010 12:00:00 AM,landslide,downpour,medium,unknown,30.9015,78.7756,0.0,India,Uttarakhand
8339,09/23/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,26.1666,91.7042,0.0,India,Assam
5360,08/18/2013 12:00:00 AM,landslide,rain,medium,unknown,30.3642,79.3158,,India,Uttarakhand
6374,11/06/2014 06:00:00 PM,landslide,unknown,medium,above_road,33.1261,75.4481,0.0,India,Kashmir
4905,06/07/2013 12:00:00 AM,landslide,unknown,medium,unknown,26.0977,94.7031,,India,Nāgāland
1072,08/08/2009 02:00:00 AM,landslide,downpour,large,unknown,29.5885,80.2098,15.0,India,Uttarakhand
2745,11/23/2010 08:00:00 AM,landslide,downpour,medium,unknown,10.2462,77.582,0.0,India,Tamil Nadu
336,10/30/2007 12:00:00 AM,landslide,rain,medium,unknown,11.2777,77.1236,2.0,India,Tamil Nadu
3896,08/07/2011 12:00:00 AM,landslide,downpour,medium,unknown,9.5988,76.5289,1.0,India,Kerala
4914,06/12/2013 10:00:00 PM,landslide,downpour,medium,unknown,30.7394,78.5306,0.0,India,Uttarakhand
9186,07/25/2016 12:30:00 PM,landslide,continuous_rain,medium,above_road,25.48,94.1383,0.0,India,Manipur
6934,03/30/2015 12:00:00 AM,landslide,continuous_rain,medium,unknown,34.0096,74.5915,0.0,India,Kashmir
3579,06/08/2011 12:00:00 AM,landslide,downpour,medium,unknown,33.1289,75.4325,4.0,India,Kashmir
5107,07/15/2013 12:00:00 AM,landslide,rain,medium,unknown,25.6269,94.1139,0.0,India,Nāgāland
7253,07/22/2015 12:00:00 AM,landslide,continuous_rain,medium,urban,24.7979,92.9974,5.0,India,Assam
1089,08/16/2009 01:30:00 AM,landslide,downpour,medium,unknown,26.7914,88.363,4.0,India,Bengal
7310,08/15/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,30.9085,78.3299,0.0,India,Uttarakhand
3668,06/29/2011 12:00:00 AM,landslide,downpour,medium,unknown,29.607,79.9298,0.0,India,Uttarakhand
6932,03/23/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,34.0796,74.0357,0.0,India,Kashmir
4325,04/16/2012 12:00:00 AM,landslide,unknown,medium,unknown,33.1467,75.5488,1.0,India,Kashmir
5567,09/30/2013 12:00:00 AM,landslide,unknown,medium,unknown,30.6004,78.3154,1.0,India,Uttarakhand
6286,09/22/2014 12:00:00 AM,landslide,rain,small,unknown,26.1044,91.7082,0.0,India,Assam
2466,09/19/2010 12:00:00 AM,landslide,downpour,medium,unknown,30.8741,76.9576,0.0,India,Himachal Pradesh
7940,09/03/2015 12:00:00 AM,landslide,unknown,medium,above_road,33.6794,74.2525,1.0,India,Kashmir
2479,09/20/2010 12:00:00 AM,landslide,downpour,medium,unknown,31.5699,78.2844,0.0,India,Himachal Pradesh
7736,06/02/2016 02:00:00 AM,rock_fall,downpour,small,natural_slope,16.5145,80.6526,1.0,India,Andhra Pradesh
7040,07/01/2015 12:00:00 AM,landslide,downpour,medium,unknown,26.9978,88.167,1.0,India,West Bengal
1212,10/03/2009 12:00:00 AM,landslide,downpour,medium,unknown,11.4477,75.8289,,India,Kerala
6782,09/28/2011 12:00:00 AM,landslide,rain,medium,below_road,26.8545,88.3372,0.0,India,West Bengal
6891,03/15/2015 12:00:00 AM,landslide,continuous_rain,small,unknown,34.1327,74.5594,0.0,India,Kashmir
594,06/19/2008 12:00:00 AM,mudslide,monsoon,medium,unknown,24.9336,93.8275,,India,Manipur
3674,06/29/2011 12:00:00 AM,landslide,downpour,large,unknown,30.0667,79.0193,10.0,India,Uttarakhand
5337,08/16/2013 12:00:00 AM,landslide,rain,medium,unknown,26.4205,94.9731,,India,Nāgāland
6186,07/30/2014 09:00:00 AM,mudslide,continuous_rain,large,deforested_slope,19.162,73.6873,151.0,India,Maharashtra
3881,08/05/2011 12:00:00 AM,landslide,downpour,medium,unknown,27.1034,93.6885,0.0,India,Arunāchal Pradesh
3925,08/15/2011 12:00:00 AM,landslide,downpour,medium,unknown,27.4888,93.0153,0.0,India,Arunāchal Pradesh
5187,07/25/2013 01:30:00 AM,rock_fall,downpour,small,unknown,19.3379,73.7767,2.0,India,Maharashtra
6867,03/15/2015 06:00:00 PM,landslide,continuous_rain,small,unknown,33.8911,74.9781,1.0,India,Kashmir
2654,10/27/2010 06:00:00 PM,landslide,downpour,medium,unknown,9.8678,76.7705,2.0,India,Kerala
7383,08/01/2015 12:00:00 AM,landslide,rain,medium,unknown,23.899,94.1434,0.0,India,Manipur
2209,08/06/2010 12:30:00 AM,landslide,downpour,large,unknown,34.208,77.5101,0.0,India,Kashmir
568,06/03/2008 12:00:00 AM,landslide,rain,medium,unknown,31.2077,77.193,,India,Himachal Pradesh
5864,02/12/2014 12:00:00 AM,landslide,snowfall_snowmelt,large,unknown,31.8246,77.4702,0.0,India,Himachal Pradesh
8900,07/07/2016 12:00:00 AM,landslide,monsoon,large,above_road,25.0118,94.3136,0.0,India,Manipur
9447,08/05/2016 12:00:00 AM,landslide,downpour,medium,above_road,33.0068,74.9455,5.0,India,Kashmir
4757,02/18/2013 12:00:00 AM,landslide,rain,medium,unknown,28.1193,95.1645,3.0,India,Arunāchal Pradesh
2427,09/13/2010 11:00:00 PM,landslide,downpour,medium,unknown,32.3109,77.2195,0.0,India,Himachal Pradesh
7666,08/11/2015 12:00:00 AM,landslide,continuous_rain,medium,unknown,25.1019,93.3729,0.0,India,Manipur
2492,09/23/2010 12:00:00 AM,landslide,downpour,medium,above_road,33.27140108,75.17707406,,India,Kashmir
7284,07/27/2015 12:00:00 AM,landslide,downpour,small,above_road,33.2706,75.7702,0.0,India,Kashmir
6931,03/23/2015 12:00:00 AM,landslide,continuous_rain,large,unknown,33.7099,74.7959,0.0,India,Kashmir
8287,09/21/2015 12:00:00 AM,landslide,downpour,medium,unknown,19.4662,72.8276,1.0,India,Maharashtra
4981,06/25/2013 08:00:00 AM,landslide,downpour,medium,unknown,10.9628,77.5947,0.0,India,Tamil Nadu
3813,07/20/2011 12:00:00 AM,landslide,rain,small,unknown,27.1141,88.4658,0.0,India,Bengal
2113,07/21/2010 08:00:00 AM,landslide,downpour,medium,unknown,27.3773,88.559,0.0,India,Sikkim
2045,07/06/2010 12:00:00 AM,mudslide,monsoon,medium,unknown,26.2363,94.8133,0.0,India,Nāgāland
7701,08/19/2015 03:00:00 PM,landslide,continuous_rain,medium,above_road,25.6278,94.1051,0.0,India,Nagaland
2470,09/19/2010 12:00:00 AM,landslide,downpour,medium,unknown,30.4326,78.0767,0.0,India,Uttarakhand
3757,07/10/2011 12:00:00 AM,landslide,downpour,medium,unknown,30.7333,78.4399,0.0,India,Uttarakhand
2422,09/13/2010 12:00:00 AM,landslide,downpour,medium,urban,23.74182634,92.7141905,,India,Mizoram
6513,08/14/2014 11:00:00 PM,mudslide,downpour,medium,unknown,23.0137,91.7174,3.0,India,Tripura
940,12/20/2008 12:00:00 AM,landslide,rain,medium,unknown,33.245,75.247,,India,Kashmir
4990,06/27/2013 11:00:00 PM,landslide,downpour,medium,unknown,27.3765,88.7628,0.0,India,Sikkim
4277,03/19/2012 11:00:00 PM,rock_fall,rain,medium,unknown,34.6507,74.7362,1.0,India,Kashmir
3886,08/06/2011 12:00:00 AM,landslide,downpour,medium,unknown,9.4237,76.9371,0.0,India,Kerala
2248,08/14/2010 12:00:00 AM,landslide,downpour,medium,unknown,26.222,94.9152,0.0,India,Nāgāland
5268,08/04/2013 12:00:00 AM,landslide,continuous_rain,medium,unknown,26.0137,94.5163,,India,Nāgāland
6014,05/07/2014 05:30:00 PM,landslide,rain,small,above_road,18.5158,73.1822,0.0,India,Maharashtra
6340,09/11/2014 12:00:00 AM,landslide,continuous_rain,medium,above_road,24.1965,73.703,0.0,India,Rajasthan
6106,06/26/2014 11:00:00 PM,landslide,continuous_rain,small,unknown,26.1407,91.7645,3.0,India,Assam
3965,09/06/2011 08:00:00 AM,landslide,rain,medium,unknown,24.808,93.117,3.0,India,Assam
858,10/22/2008 12:00:00 AM,landslide,downpour,medium,unknown,33.6549,74.6326,2.0,India,Kashmir
9328,05/20/2016 01:10:00 AM,landslide,unknown,small,above_road,8.2117,77.312,0.0,India,Tamil Nadu
6460,08/09/2014 08:00:00 AM,rock_fall,unknown,medium,unknown,24.544,85.3492,0.0,India,Bihar
8935,07/12/2016 12:00:00 AM,landslide,monsoon,small,unknown,15.6019,73.8093,0.0,India,Goa
3900,08/08/2011 12:00:00 AM,landslide,downpour,medium,unknown,30.6521,79.5566,0.0,India,Uttarakhand
1092,08/16/2009 09:00:00 AM,landslide,downpour,medium,above_road,26.74452462,88.40011959,1.0,India,Bengal
1111,08/20/2009 12:00:00 AM,landslide,downpour,medium,unknown,27.1344,88.4575,0.0,India,Bengal
7035,06/30/2015 12:00:00 AM,landslide,downpour,medium,unknown,25.4243,88.2746,3.0,India,West Bengal
6969,06/16/2015 06:15:00 AM,landslide,downpour,medium,urban,25.5114,90.215,4.0,India,Meghalaya
2044,07/06/2010 12:00:00 AM,mudslide,monsoon,medium,unknown,25.8877,94.7861,0.0,India,Nāgāland
2587,10/10/2010 06:00:00 AM,landslide,downpour,medium,unknown,25.6623,94.1072,0.0,India,Nāgāland
8684,07/07/2016 12:00:00 AM,landslide,continuous_rain,medium,retaining_wall,25.9611,91.3681,2.0,India,Assam
5263,08/04/2013 11:00:00 PM,landslide,monsoon,medium,unknown,9.9995,77.0309,2.0,India,Kerala
6949,06/22/2015 03:30:00 AM,landslide,downpour,medium,unknown,17.5861,73.1742,12.0,India,Maharashtra
1596,03/27/2010 08:00:00 PM,mudslide,downpour,medium,unknown,24.7339,93.9161,0.0,India,Manipur
5320,08/13/2013 08:00:00 AM,landslide,downpour,medium,unknown,30.6014,78.3449,2.0,India,Uttarakhand
4482,08/17/2012 03:30:00 PM,landslide,downpour,large,unknown,10.0604,76.635,4.0,India,Kerala
5130,07/18/2013 12:00:00 AM,debris_flow,downpour,small,unknown,30.7314,78.4347,0.0,India,Uttarakhand
1771,04/20/2010 12:00:00 AM,landslide,downpour,medium,unknown,26.1978,91.7665,0.0,India,Assam
710,08/12/2008 11:00:00 PM,landslide,downpour,large,unknown,13.986,75.452,,India,Karnataka
7364,07/31/2015 09:00:00 AM,landslide,continuous_rain,medium,below_road,24.819,94.3551,0.0,India,Manipur
3141,02/23/2011 12:00:00 AM,landslide,downpour,medium,unknown,30.4749,79.2293,0.0,India,Uttarakhand
3913,08/12/2011 12:00:00 AM,landslide,rain,medium,unknown,29.9121,78.1723,0.0,India,Uttarakhand
6968,06/13/2015 12:00:00 AM,landslide,continuous_rain,medium,unknown,25.463,92.2121,4.0,India,Meghalaya
7373,08/01/2015 12:00:00 AM,landslide,continuous_rain,medium,above_road,24.9111,94.4759,,India,Manipur
3893,08/07/2011 12:00:00 AM,landslide,downpour,medium,unknown,15.7067,73.9551,0.0,India,Goa
4570,09/19/2012 12:00:00 AM,landslide,downpour,medium,unknown,27.8458,95.2253,,India,Arunāchal Pradesh
443,02/03/2008 12:00:00 AM,landslide,downpour,medium,above_road,33.33280503,75.21320384,,India,Kashmir
5399,08/25/2013 03:00:00 PM,rock_fall,other,small,unknown,18.2807,83.0394,0.0,India,Andhra Pradesh
2260,08/17/2010 01:00:00 PM,landslide,downpour,medium,unknown,19.0997,72.8974,1.0,India,Maharashtra
1935,06/03/2010 12:00:00 AM,landslide,downpour,medium,unknown,23.8986,91.7599,0.0,India,Tripura
2480,09/20/2010 12:00:00 AM,landslide,downpour,medium,unknown,31.944,77.1179,0.0,India,Himachal Pradesh
6371,09/03/2014 12:00:00 AM,landslide,downpour,medium,unknown,33.1253,74.8288,5.0,India,Kashmir
9477,08/07/2016 12:00:00 AM,landslide,continuous_rain,medium,above_road,33.0716,74.839,0.0,India,Kashmir
6022,05/12/2014 12:00:00 AM,landslide,rain,small,above_road,34.0893,74.0241,0.0,India,Kashmir
2577,10/09/2010 12:00:00 AM,landslide,downpour,medium,unknown,25.5265,93.8673,0.0,India,Nāgāland
4975,06/24/2013 10:00:00 PM,landslide,downpour,medium,unknown,30.2524,78.9228,0.0,India,Uttarakhand
2397,09/06/2010 12:00:00 AM,landslide,downpour,medium,unknown,32.0987,77.1495,0.0,India,Himachal Pradesh
8944,11/14/2015 12:00:00 AM,landslide,rain,medium,urban,12.9746,80.2119,0.0,India,Tamil Nadu
3678,06/30/2011 12:00:00 AM,landslide,downpour,medium,unknown,30.15,78.7753,0.0,India,Uttarakhand
7172,04/03/2015 12:00:00 AM,landslide,continuous_rain,medium,unknown,33.1445,75.5469,4.0,India,Kashmir
7276,07/25/2015 09:00:00 AM,landslide,continuous_rain,medium,natural_slope,26.1062,91.8717,2.0,India,Assam
2390,09/04/2010 12:00:00 AM,landslide,downpour,medium,unknown,30.796,78.623,0.0,India,Uttarakhand
2017,06/25/2010 12:00:00 AM,landslide,downpour,medium,above_road,12.89163444,74.88548779,,India,Karnataka
9264,07/31/2016 11:00:00 PM,landslide,rain,medium,above_road,31.6865,77.1043,0.0,India,Himachal Pradesh
2139,07/25/2010 12:00:00 AM,landslide,downpour,medium,urban,31.1054,77.1727,0.0,India,Himachal Pradesh
3558,05/31/2011 12:00:00 AM,landslide,rain,medium,unknown,30.9206,78.3276,0.0,India,Uttarakhand
2576,10/09/2010 12:00:00 AM,landslide,downpour,medium,unknown,25.4788,94.1399,0.0,India,Nāgāland
7598,08/06/2015 12:00:00 AM,landslide,unknown,medium,unknown,33.1078,74.7756,0.0,India,Kashmir
3763,07/12/2011 12:00:00 AM,landslide,downpour,small,urban,31.10587659,77.17798485,,India,Himachal Pradesh
9037,12/07/2015 12:00:00 AM,rock_fall,unknown,medium,above_road,31.6817,77.1209,0.0,India,Himachal Pradesh
3907,08/11/2011 12:00:00 AM,landslide,downpour,medium,unknown,32.7327,74.8556,0.0,India,Kashmir
1102,08/19/2009 08:30:00 PM,landslide,downpour,medium,unknown,27.2644,88.1365,2.0,India,
6872,03/15/2015 12:00:00 AM,mudslide,rain,medium,unknown,33.7732,74.1011,1.0,India,Kashmir
9630,10/04/2016 12:00:00 AM,rock_fall,unknown,medium,above_river,29.8521,80.553,0.0,India,Uttarakhand
1056,07/22/2009 12:00:00 AM,landslide,downpour,medium,below_road,27.04,88.264,0.0,India,Bengal
6293,10/20/2014 12:00:00 AM,landslide,rain,medium,unknown,25.5006,90.0896,6.0,India,Meghalaya
5183,07/24/2013 12:00:00 AM,landslide,downpour,medium,unknown,30.3056,79.3286,0.0,India,Uttarakhand
2444,09/18/2010 12:00:00 AM,landslide,downpour,medium,unknown,29.2484,79.5371,4.0,India,Uttarakhand
4858,05/11/2013 09:00:00 AM,landslide,rain,medium,unknown,26.1662,91.7138,,India,Assam
3610,06/14/2011 08:00:00 AM,landslide,downpour,medium,unknown,15.5935,73.9434,0.0,India,Goa
5269,08/04/2013 12:00:00 AM,landslide,continuous_rain,medium,unknown,25.8376,94.5234,,India,Nāgāland
5270,08/04/2013 12:00:00 AM,landslide,continuous_rain,medium,unknown,26.0481,94.4619,,India,Nāgāland
