event_id,event_date,landslide_category,landslide_trigger,landslide_size,landslide_setting,latitude,longitude,fatality_count,state,elevation_m,rainfall_mm,soil_moisture,slope_percent
7371,2015-08-01 00:00:00,landslide,continuous_rain,medium,unknown,23.9939,94.0573,0.0,Manipur,968.0,11.3,,
7923,2015-09-01 00:00:00,landslide,rain,medium,unknown,26.49349035,91.72137514,2.0,Assam,62.0,17.5,,0.09009009009009
760,2008-08-29 00:00:00,complex,downpour,medium,unknown,25.67,94.1066,,Nagaland,1408.0,29.9,,1.3063063063063065
2182,2010-07-31 09:00:00,landslide,rain,medium,unknown,24.9356,93.8443,0.0,Manipur,850.0,8.8,,1.2162162162162162
1954,2010-06-07 00:00:00,landslide,rain,medium,unknown,24.7543,93.5039,0.0,Manipur,422.0,14.8,,22.07207207207207
6963,2015-06-19 00:00:00,landslide,rain,medium,natural_slope,23.7131,92.7362,0.0,Mizoram,879.0,9.1,,5.495495495495495
5336,2013-08-16 00:00:00,landslide,rain,medium,unknown,26.3897,94.9439,,Nagaland,514.0,14.5,,4.90990990990991
7590,2015-08-19 00:00:00,landslide,rain,small,unknown,25.1416,92.3807,0.0,Meghalaya,172.0,48.6,,14.234234234234233
1222,2009-10-05 00:00:00,landslide,downpour,medium,urban,23.73478778,92.72124394,3.0,Mizoram,972.0,19.7,,4.864864864864865
8222,2016-06-22 12:00:00,mudslide,downpour,medium,natural_slope,26.1961,91.7825,1.0,Assam,142.0,9.8,,0.8558558558558558
7706,2015-08-19 00:00:00,landslide,rain,medium,above_road,25.0728,92.3636,0.0,Meghalaya,120.0,71.7,,18.513513513513512
9620,2016-10-15 00:00:00,landslide,downpour,medium,above_road,27.172,88.5292,0.0,Sikkim,301.0,0.0,,6.351351351351352
8224,2015-09-14 01:30:00,landslide,downpour,medium,above_road,23.7313,92.7187,0.0,Mizoram,1039.0,12.8,,6.126126126126126
4241,2012-03-04 00:00:00,landslide,unknown,medium,unknown,25.1604,93.6795,0.0,Manipur,1065.0,0.6,,7.792792792792793
755,2008-08-28 00:00:00,landslide,downpour,medium,unknown,27.337,88.609,,Sikkim,1535.0,64.5,,32.47747747747748
1756,2010-04-17 00:00:00,landslide,downpour,small,unknown,27.322,88.6087,0.0,Sikkim,1477.0,5.4,,17.92792792792793
1930,2010-05-31 00:00:00,landslide,downpour,medium,unknown,28.4298,95.8776,0.0,Arunachal Pradesh,503.0,17.9,,13.423423423423422
9334,2016-05-18 08:00:00,landslide,continuous_rain,unknown,unknown,24.5204,92.7264,2.0,Assam,40.0,24.1,,0.09009009009009
8237,2016-07-01 00:00:00,landslide,downpour,large,unknown,27.0136,92.6351,5.0,Arunachal Pradesh,231.0,20.7,,1.4414414414414414
585,2008-06-14 00:00:00,landslide,rain,large,unknown,27.0998,93.6287,21.0,Arunachal Pradesh,402.0,16.0,,0.5855855855855856
4859,2013-05-11 00:00:00,landslide,rain,medium,unknown,26.1771,91.7599,,Assam,66.0,14.0,,1.4414414414414414
4436,2012-06-25 00:00:00,landslide,downpour,medium,unknown,26.9986,95.4993,,Arunachal Pradesh,615.0,45.9,,14.819819819819822
3916,2011-08-13 08:00:00,mudslide,downpour,medium,unknown,25.7713,93.8067,0.0,Assam,235.0,25.7,,3.603603603603604
5250,2013-08-01 00:00:00,mudslide,rain,medium,unknown,27.8837,93.0515,,Arunachal Pradesh,1679.0,21.0,,9.594594594594597
3805,2011-07-19 00:00:00,landslide,rain,medium,above_road,27.05374234,88.42572376,0.0,Sikkim,287.0,133.4,,1.7117117117117115
3738,2011-07-06 00:00:00,landslide,downpour,medium,unknown,24.8063,93.9482,6.0,Manipur,783.0,0.7,,0.09009009009009
2426,2010-09-13 00:00:00,landslide,downpour,medium,unknown,22.7176,92.8416,0.0,Mizoram,761.0,19.9,,5.7657657657657655
1084,2009-08-12 00:00:00,landslide,downpour,medium,unknown,27.7,92.8,0.0,Arunachal Pradesh,2477.0,151.3,,23.87387387387388
7266,2015-07-22 00:00:00,landslide,continuous_rain,medium,above_road,25.5098,93.8794,0.0,Manipur,1642.0,20.6,,30.495495495495494
1129,2009-08-30 00:00:00,landslide,downpour,medium,unknown,24.8628,94.4182,,Manipur,922.0,8.6,,11.891891891891891
2166,2010-07-29 00:00:00,landslide,downpour,medium,unknown,24.9786,93.5027,0.0,Assam,1295.0,20.7,,2.3873873873873874
213,2007-08-26 00:00:00,landslide,rain,medium,unknown,25.2946,92.8339,,Assam,872.0,57.0,,12.207207207207208
4426,2012-06-22 00:00:00,landslide,downpour,medium,unknown,26.1226,91.7162,3.0,Assam,122.0,65.4,,0.1351351351351351
8366,2015-09-23 15:00:00,landslide,downpour,medium,natural_slope,25.583,91.893,2.0,Meghalaya,1451.0,38.5,,0.4054054054054054
1934,2010-06-03 05:00:00,landslide,downpour,medium,unknown,24.6005,92.3814,2.0,Assam,70.0,2.4,,0.045045045045045
7655,2016-04-22 02:30:00,landslide,continuous_rain,medium,above_road,27.5799,91.8569,17.0,Arunachal Pradesh,2758.0,35.3,,17.34234234234234
9464,2016-08-05 00:00:00,landslide,downpour,medium,unknown,27.5754,91.9754,0.0,Arunachal Pradesh,2379.0,8.0,,11.44144144144144
3912,2011-08-12 00:00:00,landslide,rain,medium,unknown,27.44,92.2833,0.0,Arunachal Pradesh,2580.0,4.5,,20.405405405405403
5272,2013-08-04 00:00:00,landslide,monsoon,medium,unknown,26.2083,94.5438,,Nagaland,1469.0,15.0,,3.873873873873874
580,2008-06-09 00:00:00,landslide,monsoon,medium,unknown,24.6596,93.9784,,Manipur,777.0,5.9,,0.045045045045045
5575,2013-10-05 23:00:00,mudslide,continuous_rain,medium,unknown,25.8266,94.1497,0.0,Nagaland,1409.0,27.6,,4.774774774774775
8996,2016-07-14 00:00:00,landslide,monsoon,small,natural_slope,26.1768,91.7702,1.0,Assam,127.0,10.4,,0.6306306306306306
1613,2010-04-02 23:00:00,mudslide,downpour,large,unknown,27.8997,93.3497,12.0,Arunachal Pradesh,872.0,19.7,,4.36936936936937
7138,2015-07-07 00:00:00,landslide,continuous_rain,small,above_road,27.0816,88.4397,0.0,Sikkim,240.0,2.4,,16.26126126126126
4857,2013-05-11 09:00:00,landslide,rain,large,unknown,23.7281,92.7175,15.0,Mizoram,1080.0,6.4,,3.288288288288288
6945,2015-06-19 00:00:00,landslide,monsoon,medium,above_road,25.16,93.686,0.0,Manipur,1089.0,2.2,,9.54954954954955
1857,2010-05-11 09:00:00,landslide,downpour,medium,unknown,25.3433,92.2897,0.0,Meghalaya,1204.0,37.4,,1.4414414414414414
2743,2010-11-22 00:00:00,landslide,unknown,medium,natural_slope,27.5798729,91.85672387,,Arunachal Pradesh,2758.0,0.0,,17.34234234234234
4860,2013-05-11 00:00:00,landslide,rain,medium,unknown,26.1016,91.6906,,Assam,109.0,5.3,,9.36936936936937
4845,2013-05-07 00:00:00,mudslide,rain,medium,unknown,24.2315,92.6755,,Mizoram,680.0,66.5,,2.7927927927927927
1770,2010-04-20 00:00:00,landslide,downpour,medium,unknown,26.1965,91.763,0.0,Assam,81.0,45.7,,0.5855855855855856
7728,2015-08-22 09:00:00,landslide,continuous_rain,medium,above_road,26.1028,91.8806,0.0,Assam,151.0,30.5,,5.900900900900901
5274,2013-08-04 00:00:00,landslide,rain,medium,unknown,26.0838,94.564,,Nagaland,1848.0,10.4,,2.5675675675675675
7836,2015-08-27 00:00:00,landslide,downpour,medium,above_road,24.042,92.6724,0.0,Mizoram,815.0,6.2,,2.837837837837838
3776,2011-07-15 18:00:00,landslide,downpour,small,unknown,27.125,93.7145,0.0,Arunachal Pradesh,132.0,38.8,,0.4954954954954955
4798,2013-04-07 00:00:00,landslide,rain,medium,unknown,28.8254,96.1509,,Arunachal Pradesh,3620.0,0.5,,6.576576576576576
7388,2015-08-01 00:00:00,landslide,continuous_rain,medium,unknown,24.416,94.0984,0.0,Manipur,1347.0,6.6,,14.27927927927928
5421,2013-08-30 00:00:00,mudslide,unknown,medium,unknown,26.4205,94.9731,,Nagaland,690.0,8.7,,10.09009009009009
5421,2013-08-30 00:00:00,mudslide,unknown,medium,unknown,26.4205,94.9731,,Nagaland,690.0,8.7,,10.09009009009009
2343,2010-08-27 16:30:00,landslide,downpour,medium,unknown,25.4786,94.1327,0.0,Nagaland,1738.0,17.5,,15.315315315315312
3683,2011-07-01 00:00:00,landslide,downpour,medium,unknown,25.8782,94.1739,0.0,Nagaland,1357.0,11.1,,8.603603603603602
9619,2016-10-15 00:00:00,landslide,rain,medium,above_road,27.1695,88.3664,0.0,Sikkim,1576.0,2.1,,16.26126126126126
7591,2015-03-19 00:00:00,landslide,rain,small,unknown,25.0318,92.4584,0.0,Assam,102.0,0.0,,12.162162162162163
5441,2013-09-02 00:00:00,landslide,downpour,large,unknown,28.611,94.9829,,Arunachal Pradesh,1610.0,44.6,,37.38738738738739
9232,2016-07-28 23:00:00,landslide,continuous_rain,medium,unknown,23.5397,93.3783,2.0,Mizoram,1582.0,4.7,,7.207207207207207
4434,2012-06-25 18:00:00,landslide,downpour,large,unknown,26.1049,91.7369,1.0,Assam,164.0,42.1,,0.1351351351351351
4378,2012-06-02 00:00:00,landslide,downpour,medium,unknown,28.8254,96.1517,,Arunachal Pradesh,3589.0,31.4,,8.513513513513514
7214,2015-07-15 08:00:00,landslide,monsoon,medium,urban,27.36,93.0385,3.0,Arunachal Pradesh,404.0,52.8,,2.837837837837838
5582,2013-10-06 12:45:00,landslide,downpour,medium,unknown,26.1309,91.8383,1.0,Assam,96.0,22.4,,3.468468468468469
2405,2010-09-09 23:00:00,landslide,downpour,medium,unknown,28.3036,95.4112,10.0,Arunachal Pradesh,1835.0,49.7,,30.45045045045045
3556,2011-05-31 14:00:00,landslide,continuous_rain,small,unknown,25.1555,93.8474,0.0,Manipur,1406.0,58.2,,6.216216216216217
2569,2010-10-08 00:00:00,landslide,downpour,medium,unknown,25.2745,94.0212,0.0,Nagaland,1083.0,32.8,,5.990990990990991
2423,2010-09-13 00:00:00,landslide,downpour,medium,above_road,23.73504471,92.71060943,,Mizoram,977.0,12.9,,14.549549549549551
3532,2011-05-24 00:00:00,complex,downpour,medium,unknown,25.0888,92.8551,0.0,Assam,244.0,16.3,,1.351351351351351
2345,2010-08-27 18:00:00,landslide,downpour,medium,unknown,27.3392,88.6188,0.0,Sikkim,1892.0,33.8,,27.837837837837835
7956,2015-09-05 00:00:00,landslide,unknown,medium,above_road,26.048,91.8695,0.0,Meghalaya,85.0,3.4,,0.1351351351351351
2425,2010-09-13 00:00:00,landslide,downpour,medium,unknown,23.3439,93.0748,0.0,Mizoram,1376.0,18.4,,15.135135135135137
6970,2015-06-16 00:00:00,rock_fall,downpour,small,above_road,25.5084,90.2191,1.0,Meghalaya,300.0,21.8,,11.531531531531533
5312,2013-08-11 23:00:00,landslide,downpour,very_large,unknown,26.7103,94.693,0.0,Assam,688.0,22.5,,2.837837837837838
1929,2010-05-31 23:00:00,landslide,downpour,medium,unknown,27.3543,88.6428,0.0,Sikkim,2126.0,2.9,,10.855855855855856
2568,2010-10-08 00:00:00,landslide,downpour,medium,unknown,24.7679,93.4108,0.0,Assam,483.0,36.1,,8.018018018018019
7409,2015-08-02 00:00:00,landslide,continuous_rain,medium,unknown,25.72,94.6219,0.0,Nagaland,1765.0,7.1,,13.333333333333334
9219,2016-07-26 23:00:00,landslide,downpour,medium,retaining_wall,26.0101,94.5282,0.0,Nagaland,1701.0,1.5,,13.423423423423422
2579,2010-10-09 00:00:00,landslide,downpour,medium,unknown,25.682,94.1076,0.0,Nagaland,1435.0,13.3,,1.1261261261261262
8223,2015-09-14 03:10:00,landslide,downpour,large,above_road,23.7348,92.7187,0.0,Mizoram,1043.0,12.8,,4.009009009009009
7336,2015-08-19 09:00:00,landslide,continuous_rain,medium,above_road,25.2193,90.5549,0.0,Meghalaya,249.0,52.3,,2.612612612612613
9252,2016-07-28 00:00:00,landslide,monsoon,medium,unknown,27.5748,91.8644,0.0,Arunachal Pradesh,2695.0,8.2,,21.71171171171171
5300,2013-08-09 00:00:00,landslide,downpour,large,unknown,25.318,94.0441,,Nagaland,1026.0,5.9,,3.198198198198198
7665,2015-08-11 00:00:00,landslide,continuous_rain,medium,unknown,24.7016,93.5291,0.0,Manipur,664.0,11.8,,3.333333333333333
1994,2010-06-16 00:00:00,landslide,downpour,medium,unknown,25.0633,92.8025,0.0,Assam,91.0,16.0,,1.0810810810810811
3760,2011-07-11 09:00:00,landslide,downpour,medium,unknown,25.6703,94.1095,0.0,Nagaland,1448.0,19.3,,0.945945945945946
692,2008-08-07 00:00:00,landslide,downpour,medium,unknown,25.705,94.04,,Nagaland,1029.0,9.5,,29.144144144144143
3633,2011-06-20 00:00:00,landslide,downpour,medium,unknown,26.3186,94.5121,0.0,Nagaland,1260.0,15.1,,5.225225225225225
7374,2015-08-01 00:00:00,landslide,continuous_rain,medium,below_road,25.1122,94.3591,0.0,Manipur,1822.0,4.1,,13.783783783783784
4446,2012-07-05 00:00:00,landslide,downpour,large,unknown,28.9986,94.8885,,Arunachal Pradesh,604.0,70.9,,0.6306306306306306
2098,2010-07-19 06:00:00,landslide,downpour,medium,unknown,26.7215,95.0283,0.0,Nagaland,704.0,62.0,,0.8108108108108109
269,2007-09-18 00:00:00,landslide,rain,medium,unknown,27.2872,88.2816,,Sikkim,574.0,3.0,,11.621621621621625
2205,2010-08-06 00:00:00,landslide,downpour,medium,unknown,23.7365,92.7146,0.0,Mizoram,1010.0,17.9,,2.5675675675675675
4610,2012-11-11 00:00:00,landslide,downpour,medium,unknown,23.7705,92.5217,4.0,Mizoram,69.0,0.0,,0.6756756756756757
5275,2013-08-04 00:00:00,landslide,monsoon,medium,unknown,26.1498,94.6055,,Nagaland,1721.0,15.0,,20.63063063063063
2247,2010-08-14 00:00:00,landslide,downpour,medium,unknown,26.148,94.8422,0.0,Nagaland,1504.0,19.4,,1.2162162162162162
3927,2011-08-16 08:00:00,landslide,downpour,medium,unknown,25.5144,90.2167,6.0,Meghalaya,327.0,73.4,,9.0990990990991
259,2007-09-11 00:00:00,landslide,rain,medium,unknown,25.52,91.27,,Meghalaya,1340.0,7.9,,7.522522522522522
6112,2014-06-28 09:00:00,landslide,rain,medium,unknown,26.1964,91.7652,0.0,Assam,78.0,4.7,,0.4504504504504504
7390,2015-08-01 00:00:00,landslide,continuous_rain,medium,above_road,24.4265,94.1913,0.0,Manipur,1299.0,6.8,,2.2972972972972974
2420,2010-09-13 00:00:00,landslide,downpour,medium,urban,23.72988966,92.71495623,1.0,Mizoram,946.0,12.9,,1.351351351351351
264,2007-09-13 00:00:00,landslide,rain,medium,unknown,26.1833,91.8,,Assam,67.0,17.7,,1.7567567567567568
251,2007-09-09 00:00:00,landslide,rain,medium,unknown,27.1667,88.35,1.0,Sikkim,1162.0,24.9,,23.063063063063066
6214,2014-10-05 17:45:00,landslide,rain,medium,above_road,25.9702,91.8587,1.0,Meghalaya,299.0,0.0,,0.6306306306306306
4411,2012-06-14 04:00:00,landslide,downpour,medium,unknown,27.339,88.6065,,Sikkim,1487.0,25.0,,30.495495495495494
252,2007-09-09 00:00:00,landslide,rain,medium,unknown,25.4993,94.1192,,Nagaland,1923.0,12.8,,0.4954954954954955
142,2007-07-27 00:00:00,rock_fall,rain,large,unknown,25.5212,90.232,8.0,Meghalaya,583.0,62.9,,7.567567567567568
7384,2015-08-01 00:00:00,landslide,rain,medium,unknown,23.9278,94.0906,0.0,Manipur,909.0,11.3,,8.198198198198197
211,2007-08-26 00:00:00,mudslide,continuous_rain,medium,unknown,24.9667,93.55,1.0,Manipur,585.0,42.9,,7.567567567567568
4384,2012-06-03 00:00:00,landslide,downpour,medium,unknown,25.1775,93.0123,,Assam,646.0,159.2,,9.18918918918919
4383,2012-06-03 00:00:00,landslide,downpour,medium,unknown,25.3056,93.1265,,Assam,285.0,143.7,,6.261261261261261
7375,2015-08-01 00:00:00,landslide,continuous_rain,medium,above_road,25.1941,94.4481,0.0,Manipur,1713.0,3.6,,11.081081081081082
2163,2010-07-29 00:00:00,landslide,downpour,medium,unknown,25.4196,94.1054,0.0,Nagaland,1415.0,20.5,,6.981981981981981
3932,2011-08-18 00:00:00,landslide,monsoon,medium,unknown,25.83,94.13,0.0,Nagaland,1006.0,3.8,,0.8108108108108109
4861,2013-05-12 00:00:00,mudslide,rain,medium,unknown,24.9926,93.4946,,Assam,1131.0,4.0,,6.621621621621622
7972,2015-08-28 01:45:00,landslide,downpour,large,unknown,23.4495,92.8112,0.0,Mizoram,867.0,1.3,,2.072072072072072
3831,2011-07-22 00:00:00,landslide,downpour,medium,unknown,24.7992,93.948,0.0,Manipur,779.0,10.9,,0.0
5584,2013-10-06 00:00:00,landslide,downpour,medium,unknown,26.1665,91.7049,0.0,Assam,231.0,22.4,,0.4504504504504504
1986,2010-06-15 00:00:00,landslide,downpour,medium,unknown,26.3335,94.5512,0.0,Nagaland,1356.0,18.6,,6.891891891891892
7387,2015-08-01 00:00:00,landslide,continuous_rain,small,below_road,24.954,94.2156,0.0,Manipur,909.0,4.1,,0.045045045045045
2573,2010-10-09 00:00:00,mudslide,downpour,medium,unknown,25.1796,93.0083,1.0,Assam,696.0,24.4,,1.351351351351351
319,2007-10-19 00:00:00,landslide,rain,medium,unknown,25.4379,94.1162,,Nagaland,1518.0,15.4,,1.8468468468468464
313,2007-10-16 00:00:00,landslide,rain,large,unknown,25.7055,94.0132,,Nagaland,1478.0,19.0,,29.23423423423424
9010,2016-07-16 00:00:00,mudslide,downpour,medium,above_road,27.3034,93.804,1.0,Arunachal Pradesh,768.0,24.9,,2.8828828828828827
2539,2010-10-03 00:00:00,landslide,downpour,medium,unknown,28.3092,95.4149,10.0,Arunachal Pradesh,1879.0,6.2,,21.216216216216218
6331,2014-09-08 00:00:00,mudslide,unknown,medium,unknown,25.9466,94.6279,0.0,Nagaland,1376.0,3.9,,8.693693693693694
1987,2010-06-15 00:00:00,landslide,downpour,medium,unknown,25.2269,93.1658,0.0,Assam,396.0,4.2,,0.0
2043,2010-07-06 00:00:00,mudslide,monsoon,medium,unknown,26.7225,95.0281,0.0,Nagaland,706.0,6.5,,4.774774774774775
7910,2015-08-01 00:00:00,landslide,unknown,medium,above_road,24.3481,94.1146,0.0,Manipur,995.0,6.9,,7.882882882882883
6775,2015-02-14 00:00:00,landslide,mining,small,mine,26.1468,91.6469,1.0,Assam,52.0,0.3,,0.1351351351351351
1776,2010-04-21 00:00:00,landslide,downpour,medium,unknown,25.3612,92.2845,0.0,Meghalaya,1227.0,18.7,,0.6306306306306306
6786,2015-02-19 23:00:00,landslide,mining,medium,mine,24.6108,92.562,2.0,Assam,27.0,0.7,,0.3153153153153153
6291,2014-09-21 00:00:00,landslide,continuous_rain,large,unknown,25.7354,90.3852,0.0,Meghalaya,334.0,23.6,,3.5135135135135136
6213,2014-09-24 00:00:00,landslide,continuous_rain,large,unknown,25.8143,90.5763,0.0,Meghalaya,63.0,2.9,,0.3153153153153153
2415,2010-09-12 00:00:00,landslide,downpour,medium,unknown,25.63961883,94.11112157,,Nagaland,1499.0,15.5,,13.423423423423422
9336,2016-05-18 08:00:00,landslide,continuous_rain,small,unknown,24.5308,92.5121,1.0,Assam,67.0,24.8,,0.1351351351351351
9604,2016-10-12 00:00:00,landslide,continuous_rain,medium,above_road,27.2676,88.2891,0.0,Sikkim,573.0,78.2,,11.486486486486488
7837,2015-08-27 00:00:00,landslide,downpour,medium,urban,23.7269,92.7265,0.0,Mizoram,898.0,3.8,,9.234234234234236
7267,2015-07-22 00:00:00,landslide,continuous_rain,small,above_road,25.3908,94.0926,0.0,Manipur,1314.0,20.6,,3.693693693693693
4848,2013-05-08 00:00:00,landslide,rain,medium,unknown,24.0896,91.4663,1.0,Tripura,107.0,74.1,,0.4954954954954955
9122,2016-07-20 00:00:00,landslide,rain,medium,unknown,26.1966,91.802,0.0,Assam,107.0,15.9,,0.8558558558558558
2574,2010-10-09 00:00:00,landslide,downpour,medium,unknown,25.4749,93.1477,0.0,Assam,152.0,17.1,,3.2432432432432434
6282,2014-09-22 00:00:00,landslide,rain,small,urban,26.1097,91.7747,1.0,Assam,60.0,45.8,,4.594594594594595
2263,2010-08-17 00:00:00,landslide,downpour,medium,unknown,26.2753,94.6654,0.0,Nagaland,1115.0,4.8,,4.90990990990991
6289,2014-09-22 00:00:00,landslide,rain,small,unknown,26.1001,91.6849,0.0,Assam,84.0,45.8,,4.63963963963964
9087,2016-07-19 00:00:00,landslide,downpour,medium,above_road,28.235,94.9612,0.0,Arunachal Pradesh,251.0,30.1,,3.198198198198198
130,2007-07-19 00:00:00,landslide,rain,medium,unknown,26.1699,91.7986,6.0,Assam,151.0,8.2,,0.09009009009009
